Middle East & North Africa (IDA & IBRD countries),378327628.0
Tonga,103197.0
South Asia (IDA & IBRD),1814388744.0
Sub-Saharan Africa (IDA & IBRD countries),1078306520.0
Trinidad and Tobago,1389858.0
Tunisia,11565204.0
Turkey,82319724.0
Tuvalu,11508.0
Tanzania,56318348.0
Uganda,42723139.0
Ukraine,44622516.0
Upper middle income,2655635719.0
Uruguay,3449299.0
US,327167434.0
Uzbekistan,32955400.0
Saint Vincent and the Grenadines,110210.0
Venezuela,28870195.0
British Virgin Islands,29802.0
Virgin Islands (U.S.),106977.0
Vietnam,95540395.0
Vanuatu,292680.0
World,7594270356.0
Samoa,196130.0
Kosovo,1845300.0
"Yemen, Rep.",28498687.0
South Africa,57779622.0
Zambia,17351822.0
Zimbabwe,14439018.0
Taiwan*,23780000.0
Eritrea,5750433.0
